Lp,Poziom,Tom,Rozdział,Jednostka,Nazwa paczki,Słowo ENG,Tłumaczenie PL,Zdanie ENG,Zdanie PL
9170,4,Tom VII,Rozdział LXX,Czasowniki,Demolki małe I duże,Curve,Zakrzywić; wyginać,,
9171,4,Tom VII,Rozdział LXX,Czasowniki,Demolki małe I duże,Dismantle,Rozmontować; rozbrajać,,
9172,4,Tom VII,Rozdział LXX,Czasowniki,Demolki małe I duże,Strike,Uderzać,,
9173,4,Tom VII,Rozdział LXX,Czasowniki,Demolki małe I duże,Wreck,Zniszczyć; topić (statek); skasować pojazd,,
9174,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Robbery,Rabunek,,
9175,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Shootout,Strzelanina,,
9176,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Underworld,Świat przestępczy,,
9177,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Terror,Terror,,
9178,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Terrorist,Terrorysta,,
9179,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Terrorism,Terroryzm,,
9180,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Torture,Tortury,,
9181,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Prison break,Ucieczka z więzienia,,
9182,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Kidnapping,Uprowadzenie,,
9183,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Burglary,Włamanie,,
9184,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Breakout,Ucieczka,,
9185,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Outlaw,Wyjęty spod prawa; kryminalista,,
9186,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Killer,Zabójca,,
9187,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Penitentiary,Zakład karny,,
9188,4,Tom VII,Rozdział LXX,Rzeczowniki,Zagrożenie,Terrorist attack,Zamach terrorystyczny,,
9189,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Air-conditioned,Klimatyzowany,,
9190,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,High-tech,Najnowocześniejszy (z najlepszą technologią),,
9191,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Groundbreaking,Przełomowy; pionierski; nowatorski,,
9192,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Well-designed,Dobrze zaprojektowany,,
9193,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Operational,Operacyjny; działający,,
9194,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Semi-automatic,Półautomatyczny,,
9195,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Serial,Seryjny,,
9196,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Standalone,Samodzielny (działa sam); solowy,,
9197,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Wireless,Bezprzewodowy,,
9198,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Energy-efficient,Energooszczędny,,
9199,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Airtight,Szczelny,,
9200,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Compatible,Kompatybilny,,
9201,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Bulletproof,Kuloodporny,,
9202,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,High-end,Najwyższej jakości; z górnej półki,,
9203,4,Tom VII,Rozdział LXX,Przymiotniki,Technologia,Cutting-edge,Nowatorski,,
9204,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Bury,Grzebać; pochować,,
9205,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Decapitate,Ściąć głowę,,
9206,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Hijack,"Porwać; uprowadzać (np. Samochód, samolot)",,
9207,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Molest,Molestować,,
9208,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Overdose,Przedawkować; przejeść się,,
9209,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Drown,Tonąć,,
9210,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Stab,Dźgać; kłuć,,
9211,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Stalk,Nachodzić; prześladować,,
9212,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Strangle,Dusić kogoś,,
9213,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Assassinate,Dokonać zamachu na życie; zamordować,,
9214,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Cripple,Kaleczyć; uczynić kaleką; ograniczyć,,
9215,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Dismember,Rozczłonkować,,
9216,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Raid,Przeprowadzać atak; nalot; obławę,,
9217,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Slaughter,Zarzynać; ubijać zwierzę,,
9218,4,Tom VII,Rozdział LXX,Czasowniki,Złe,Butcher,Zaszlachtować,,
9219,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Aim at,"Mierzyć do (kogoś, czegoś)",,
9220,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Break into sth,Włamać się gdzieś,,
9221,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Get back at sb,Odegrać się na kimś; odpłacić komuś za coś,,
9222,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Look down,Być przybitym,,
9223,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Pick on sb,Czepiać się kogoś; dokuczać komuś,,
9224,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Set sb off,Sprowokować kogoś,,
9225,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Stress sb out,Denerwować kogoś,,
9226,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Tell on sb,Nakablować; poskarżyć się,,
9227,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Tag along,Ciągnąć się za kimś,,
9228,4,Tom VII,Rozdział LXX,Phrasale,Niefajne,Answer back,Odszczeknąć; odpowiadać niegrzecznie,,
9229,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Dig,Kopać w czymś (np. W ziemi),,
9230,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Load,Ładować (coś gdzieś),,
9231,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Lift,Podnieść (dosłownie),,
9232,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Raise,Podnieść (dosłownie I w przenośni),,
9233,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Heave,Dźwigać,,
9234,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Haul,Wlec; ciągnąć coś (wolno I z trudnością),,
9235,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Chop,Rąbać,,
9236,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Jam,Upchać; stłaczać,,
9237,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Roll,Toczyć; zrolować,,
9238,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Struggle,Zmagać się; mieć trudności,,
9239,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Thrust,Wciskać; wpychać,,
9240,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Wrestle,Mocować się; zmagać się,,
9241,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Cram,Upychać,,
9242,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Drag,Wlec po ziemi; ciągnąć coś z trudem,,
9243,4,Tom VIII,Rozdział LXXI,Czasowniki,Wymaga wysiłku,Tighten,Zacieśniać (się); napinać (się),,
9244,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Airtime,Czas antenowy,,
9245,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Periodic,Czasopismo cykliczne; periodyk,,
9246,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Annual,Czasopismo regularne (rocznik),,
9247,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Technical journal,Czasopismo specjalistyczne,,
9248,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Drama,Dramat,,
9249,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Journalism,Dziennikarstwo,,
9250,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Broadcasting,Emisja programów,,
9251,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Press photographer,Fotoreporter,,
9252,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Hotline,Gorąca linia,,
9253,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Horror,Horror,,
9254,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Idol,Idol,,
9255,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Channel,Kanał tv,,
9256,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Casting,Casting,,
9257,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Comedy,Komedia,,
9258,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Media,Press release,Komunikat prasowy,,
9259,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Enthusiasm,Entuzjazm; zapał,,
9260,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Goodness,Dobroć,,
9261,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Dignity,Godność,,
9262,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Dedication,Dedykacja; oddanie,,
9263,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Ease,Łatwość,,
9264,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Responsibility,Odpowiedzialność,,
9265,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Perfectionism,Perfekcjonizm,,
9266,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Prospect,Perspektywa (szansa na lepszą przyszłosć),,
9267,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Admiration,Podziw,,
9268,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Sacrifice,Poświęcenie,,
9269,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Belief,Przekonanie; wiara,,
9270,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Amusement,Rozbawienie; rozrywka,,
9271,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Modesty,Skromność,,
9272,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Sympathy,Sympatia; współczucie,,
9273,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mile widziane,Tact,Takt,,
9274,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Tin,Blaszany,,
9275,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Amber,Bursztynowy,,
9276,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Earthen,Gliniany,,
9277,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Granite,Granitowy,,
9278,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Linen,Lniany,,
9279,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Marbled,Marmurowy,,
9280,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Copper,Miedziany,,
9281,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Stainless,Nierdzewny,,
9282,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Leaden,Ołowiany,,
9283,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Leathern,Skórzany (w literaturze I poezji),,
9284,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Cardboard,Tekturowy,,
9285,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Woolen,Wełniany,,
9286,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Textile,Włókienniczy,,
9287,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Ivory,Wykonany z kości słoniowej,,
9288,4,Tom VIII,Rozdział LXXI,Przymiotniki,Wykonane z czegoś,Rusty,Zardzewiały,,
9289,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Aptitude,Biegłość,,
9290,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Dilemma,Dylemat,,
9291,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Readiness,Gotowość,,
9292,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Contemplation,Kontemplacja,,
9293,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Stroke of genius,Olśnienie,,
9294,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Penetration,Penetracja; wnikliwość,,
9295,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Snap decision,Pochopna decyzja,,
9296,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Acknowledgment,Przyznanie (zaakceptowanie); potwierdzenie,,
9297,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Vocation,Powołanie,,
9298,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Gut feeling,Przeczucie,,
9299,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Dither,Rozterka,,
9300,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Skepticism,Sceptycyzm,,
9301,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Mentality,Mentalność,,
9302,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Temper,Usposobienie; charakter,,
9303,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Mentalne,Consideration,Zastanowienie,,
9304,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Recover,"Zdrowieć; powrócić do dawnej postawy (podnieść się, oprzytomnieć)",,
9305,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Irritate,Drażnić,,
9306,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Cure,Leczyć,,
9307,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Treat,Prowadzić leczenie,,
9308,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Heal,Uzdrowić; goić się,,
9309,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Age,Starzeć się; dojrzewać (wino I inne produkty),,
9310,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Conceive,Począć dziecko,,
9311,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Ease,Łagodzić; ulżyć,,
9312,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Relieve,Przynieść ulgę,,
9313,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Soothe,Uśmierzać (ból),,
9314,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Undergo,Przejść (zabieg); poddać się (operacji),,
9315,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Originate,Pochodzić (z jakiegoś wieku); zapoczątkować,,
9316,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Beget,Spłodzić,,
9317,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Cicatrize,Zabliźniać się,,
9318,4,Tom VIII,Rozdział LXXI,Czasowniki,Życie,Age,Starzeć się; dojrzewać (wino I inne produkty),,
9319,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Artichoke,Karczoch,,
9320,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Parsnip,Pasternak,,
9321,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Quince,Pigwa,,
9322,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Dragon fruit,Smoczy owoc (pitahaja),,
9323,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Wild strawberry,Poziomka,,
9324,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Rhubarb,Rabarbar,,
9325,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Turnip,Rzepa,,
9326,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Cress,Rzeżucha,,
9327,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Lentil,Soczewica,,
9328,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Prune,Suszona śliwka,,
9329,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Kale,Jarmuż,,
9330,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Passion fruit,Marakuja,,
9331,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Apricot,Morela,,
9332,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Lettuce,Sałata,,
9333,4,Tom VIII,Rozdział LXXI,Rzeczowniki,Warzywa I owoce,Cucumber,Ogórek,,
9334,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Laid back and chilling,Na maksa zrelaksowany,,
9335,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Buff,Miłośnik czegoś (zwłaszcza w muzyce); fan; znawca,,
9336,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Boombox,Przenośna wieża grająca,,
9337,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Craps,Kości (gra),,
9338,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Evergreen,"Stary kawałek, ale wciąż lubiany (stare, ale jare)",,
9339,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Fourth wall,Czwarta ściana (w filmie I sztuce),,
9340,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Tube,Tiwik; telewizor,,
9341,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Mosh,Tańczyć pogo,,
9342,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Mosh pit,Młyn (pod barierkami na koncercie),,
9343,4,Tom VIII,Rozdział LXXI,Slang,Slang 31,Rough'n'tumble,Igraszki,,
9344,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Bail,Zwiać,,
9345,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Crook,Oszust (kanciarz); zbir; oprych,,
9346,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Goodfella,Mafiozo (usa); chłopak z ferajny,,
9347,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Goon,Pomagier; zbir,,
9348,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Hoodlum,Zbir,,
9349,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Hustler,Kanciarz; cwaniaczek,,
9350,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Merc,Najemnik,,
9351,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Mugger,Rabuś,,
9352,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Stan,Maniakalny fan,,
9353,4,Tom VIII,Rozdział LXXI,Slang,Gangsterka,Thug,Oprych,,
9354,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Do sth over,Powtórzyć; zrobić coś ponownie,,
9355,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Get down to sth,Wziąć się za coś,,
9356,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Slack off,Obijać się,,
9357,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Keep sth up,Dalej coś robić; kontynuować,,
9358,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Set out,Przystępować; zabierać się do czegoś,,
9359,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Clean sth up,Oczyszczać coś ,,
9360,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Wait on,Obsługiwać,,
9361,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Abide by,Przestrzegać,,
9362,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Adhere to sth,Trzymać się czegoś; stosować się do czegoś,,
9363,4,Tom VIII,Rozdział LXXI,Phrasale,Praca,Be in,Być na miejscu (np. W pracy),,
9364,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Liquid,Ciekły (stan skupienia),,
9365,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Explosive,Wybuchowy,,
9366,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Contaminated,Skażony,,
9367,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Impure,Zanieczyszczony,,
9368,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Acid,Kwasowy; kwaśny (np. Deszcz),,
9369,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Mixed,Mieszany,,
9370,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Flammable,Łatwopalny,,
9371,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Combustible,Palny,,
9372,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Volatile,Niestabilny; niestały,,
9373,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Compound,Złożony (substancja złożona z wielu części),,
9374,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Contaminative,Zanieczyszczający; powodujący skażenie,,
9375,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Soluble,Rozpuszczalny,,
9376,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Alkaline,Zasadowy,,
9377,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Oozy,Mulisty,,
9378,4,Tom VIII,Rozdział LXXII,Przymiotniki,Substancje,Acid,Kwasowy; kwaśny (np. Deszcz),,
9379,4,Tom VIII,Rozdział LXXII,Slang,It,Abandonware,"Programy, które nie są już chronione licencją",,
9380,4,Tom VIII,Rozdział LXXII,Slang,It,Ad,Reklama wyskakująca w apkach,,
9381,4,Tom VIII,Rozdział LXXII,Slang,It,Appz,Piraty (nielegalnie ściągnięte z netu),,
9382,4,Tom VIII,Rozdział LXXII,Slang,It,Black hat,"Haker, który łamie standardy etyczne w niecnych celach",,
9383,4,Tom VIII,Rozdział LXXII,Slang,It,Buggy,Program pełen błędów,,
9384,4,Tom VIII,Rozdział LXXII,Slang,It,Flame war,Zadyma w necie,,
9385,4,Tom VIII,Rozdział LXXII,Slang,It,Glitch,Błąd w systemie,,
9386,4,Tom VIII,Rozdział LXXII,Slang,It,Go-code,Rozkaz do rozpoczęcia akcji,,
9387,4,Tom VIII,Rozdział LXXII,Slang,It,Plug,Płatna reklama w mediach społecznościowych,,
9388,4,Tom VIII,Rozdział LXXII,Slang,It,White hat,Haker działający w dobrym interesie,,
9389,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Pincers,Obcęgi,,
9390,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Tiles,Płytki; kafelki,,
9391,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Spirit level,Poziomica,,
9392,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Pliers,Szczypce,,
9393,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Brush,Pędzel,,
9394,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Overhaul,Remont kapitalny,,
9395,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Box cutter,Nożyk tapicerski,,
9396,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Chisel,Dłuto,,
9397,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Sandpaper,Papier ścierny,,
9398,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Extension,Przedłużenie,,
9399,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Shortening,Skrócenie,,
9400,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Paint roller,Wałek malarski,,
9401,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Tape measure,Miarka,,
9402,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Allen key,Klucz imbusowy,,
9403,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Majsterkowanie,Tongue-and-groove pliers,Żabka (klucz nastawny),,
9404,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Peep,Podglądać,,
9405,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Reveal,Ujawniać; odsłaniać,,
9406,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Vanish,"Znikać (stać się niewidzialnym, zniknąć niezauważonym)",,
9407,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,View,Postrzegać jako; oglądać; przyglądać się,,
9408,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Blur,Rozmazać; zamazać,,
9409,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Oversee,Doglądać; nadzorować,,
9410,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Peer,Przyglądać się; wytężać wzrok,,
9411,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Spot,Dostrzegać; zauważać,,
9412,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Squint,Mrużyć; zezować,,
9413,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Eye,Mierzyć wzrokiem,,
9414,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Glare,Rzucać ostre spojrzenie; razić,,
9415,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Peek,Zerknąć; wyjrzeć,,
9416,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Goggle,Wybałuszyć oczy,,
9417,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Gaze,Wpatrywać się,,
9418,4,Tom VIII,Rozdział LXXII,Czasowniki,Widzenie,Ogle,Pożerać wzrokiem,,
9419,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Poem,Wiersz,,
9420,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Autobiography,Autobiografia,,
9421,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Bibliography,Bibliografia,,
9422,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Plot,Fabuła,,
9423,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Literature,Literatura,,
9424,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Villain,Czarny charakter,,
9425,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Dictation,Dyktando,,
9426,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Appendix,Aneks; załącznik,,
9427,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Wordplay,Gra słów,,
